1	0	0
2	0	0
3	0	0
4	0	0
5	2	1
6	4	0
7	4	0
8	0	0
9	0	0
10	0	0
11	0	0
12	5	3
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	9	8
20	0	0
21	0	0
22	0	0
23	12	0
24	4	0
25	10	6
26	11	7
27	0	0
28	25	0
29	0	0
30	0	0
31	4	0
32	0	0
33	18	0
34	25	0
35	0	0
36	21	0
37	0	0
38	0	0
39	24	0
40	19	13
41	27	14
42	0	0
43	20	0
44	0	0
45	23	0
46	26	17
47	22	16
48	0	0
49	4	0
50	12	0
51	0	0
52	0	0
53	0	0
54	12	0
55	26	15
56	0	0
57	25	0
58	50	0
59	40	0
60	0	0
61	41	0
62	47	0
63	0	0
64	21	0
65	43	0
66	0	36
67	45	0
68	0	0
69	39	0
70	0	0
71	20	0
72	18	0
73	0	0
74	0	0
75	44	0
76	46	0
77	0	0
78	26	0
79	53	0
80	41	0
81	57	0
82	0	0
83	4	29
84	42	35
85	24	37
86	25	33
87	55	32
88	56	34
89	0	0
90	21	0
91	19	28
92	23	0
93	0	0
94	0	0
95	21	0
96	54	0
97	0	0
98	21	0
99	52	0
100	0	0
101	0	0
102	0	0
103	0	0
104	48	38
105	0	0
106	22	30
107	0	0
108	25	0
109	51	31
110	0	0
111	49	0
112	0	0
113	97	0
114	98	0
115	47	0
116	111	0
117	98	0
118	90	0
119	98	0
120	90	0
121	55	0
122	0	0
123	42	0
124	44	61
125	52	0
126	0	0
127	88	0
128	96	0
129	105	0
130	55	0
131	18	0
132	102	0
133	47	0
134	90	0
135	46	0
136	56	0
137	86	0
138	0	0
139	26	0
140	54	0
141	0	71
142	84	0
143	0	0
144	0	0
145	18	0
146	54	0
147	0	0
148	0	0
149	87	0
150	0	0
151	99	0
152	0	0
153	103	66
154	39	0
155	0	0
156	0	0
157	91	0
158	45	81
159	0	0
160	0	0
161	90	0
162	90	62
163	0	0
164	18	0
165	95	0
166	0	0
167	93	66
168	98	0
169	96	65
170	109	0
171	23	0
172	4	0
173	0	0
174	0	0
175	85	0
176	52	0
177	52	0
178	0	0
179	0	0
180	54	0
181	98	67
182	92	76
183	83	0
184	26	0
185	98	0
186	109	0
187	55	0
188	55	0
189	90	0
190	0	0
191	95	0
192	89	0
193	98	0
194	26	0
195	55	0
196	19	79
197	25	72
198	104	73
199	0	0
200	0	0
201	0	0
202	21	68
203	0	70
204	90	69
205	39	80
206	0	0
207	93	59
208	0	0
209	19	78
210	24	0
211	0	0
212	4	0
213	108	82
214	97	71
215	52	0
216	43	0
217	112	0
218	101	66
219	46	0
220	54	0
221	0	0
222	45	63
223	49	0
224	56	0
225	23	0
226	0	0
227	54	0
228	94	0
229	0	0
230	97	64
231	94	60
232	112	0
233	54	0
234	43	0
235	0	0
236	98	75
237	52	0
238	54	0
239	106	0
240	0	0
241	110	0
242	45	0
243	90	58
244	102	0
245	54	0
246	103	0
247	107	77
248	0	0
