1780	106	0.55
676	102	0.56
1781	87	0.52
1782	76	0.54
1783	92	0.34
1784	92	0.51
1785	106	0.58
283	98	0.54
121	92	0.55
1786	103	0.57
1787	101	0.55
1788	91	0.52
1790	103	0.55
284	99	0.37
1791	90	0.58
1792	106	0.38
1793	105	0.55
1794	90	0.55
285	100	0.4
677	106	0.57
1795	108	0.54
286	92	0.37
1796	106	0.55
1797	100	0.55
1798	86	0.56
1799	103	0.56
1800	104	0.54
1801	109	0.54
1802	98	0.56
678	99	0.49
1803	101	0.49
1804	110	0.54
1805	95	0.56
1806	101	0.53
1807	94	0.55
1808	104	0.57
1809	102	0.51
1810	102	0.57
1811	86	0.56
679	104	0.53
1812	104	0.58
1813	88	0.55
1814	76	0.52
1815	95	0.54
1816	85	0.58
287	88	0.55
288	95	0.54
1817	108	0.56
1818	101	0.53
122	115	0.52
1819	95	0.56
1820	116	0.58
1821	98	0.41
680	115	0.58
1822	104	0.58
289	106	0.57
1823	102	0.44
1824	107	0.55
1825	102	0.58
1826	97	0.54
1827	99	0.56
1828	100	0.55
1829	107	0.55
1830	94	0.51
290	96	0.57
1831	80	0.57
1832	98	0.54
1833	116	0.56
1834	102	0.57
1835	102	0.44
1836	100	0.57
1837	97	0.56
1838	94	0.53
1839	98	0.24
1840	85	0.55
1841	107	0.55
1842	109	0.56
1843	103	0.53
1844	94	0.54
1845	98	0.37
1846	111	0.57
1847	87	0.55
1848	97	0.56
1849	111	0.56
1850	97	0.55
291	94	0.38
1851	101	0.58
1852	97	0.39
1853	99	0.47
1854	96	0.57
1855	97	0.56
1856	87	0.55
1857	90	0.56
1858	102	0.39
1859	108	0.53
1860	85	0.52
1862	94	0.48
1863	97	0.56
1864	92	0.55
1865	88	0.54
1866	111	0.57
1867	89	0.36
1868	109	0.58
1869	114	0.56
1870	90	0.56
1871	94	0.56
1872	102	0.56
1873	103	0.58
1874	103	0.54
1875	106	0.52
1876	110	0.52
1877	100	0.57
1878	89	0.54
681	89	0.56
1879	96	0.56
1880	93	0.56
1881	95	0.55
1882	106	0.55
682	106	0.57
292	98	0.54
1883	105	0.55
683	114	0.55
1884	85	0.53
1885	100	0.56
1886	78	0.54
1887	105	0.54
1888	92	0.56
1889	93	0.56
1890	88	0.56
1891	106	0.58
123	92	0.41
1892	97	0.53
684	99	0.56
1893	104	0.52
1894	98	0.55
1895	100	0.53
1896	106	0.56
1897	94	0.56
1899	104	0.58
685	102	0.57
1900	115	0.56
1901	94	0.53
1902	106	0.55
1903	105	0.54
1904	106	0.55
686	105	0.51
687	89	0.55
688	105	0.57
1906	104	0.55
689	106	0.55
1907	104	0.54
1908	105	0.57
1909	101	0.56
1910	110	0.48
690	105	0.56
1911	100	0.55
1912	81	0.52
1913	115	0.58
1914	99	0.57
1915	103	0.55
1916	95	0.55
1917	108	0.55
1918	99	0.56
691	98	0.56
1919	106	0.56
692	120	0.59
124	94	0.52
1920	94	0.55
1921	85	0.54
1922	103	0.56
1923	105	0.47
1924	95	0.57
1925	102	0.53
1926	84	0.53
1927	109	0.52
1928	101	0.55
693	87	0.57
1929	100	0.56
1930	104	0.55
1931	101	0.55
1932	99	0.31
294	104	0.46
694	106	0.55
1933	100	0.45
1934	107	0.58
1935	115	0.56
1936	100	0.49
1937	95	0.58
1938	102	0.53
1939	95	0.5
1940	111	0.56
295	103	0.54
1941	111	0.58
1942	98	0.53
1943	106	0.55
1944	88	0.54
296	98	0.55
1945	102	0.57
1946	94	0.53
1947	103	0.54
1948	96	0.54
1949	110	0.56
1950	100	0.56
1951	96	0.33
1952	102	0.54
1953	96	0.56
695	97	0.55
1954	74	0.52
1955	102	0.48
1956	110	0.51
1957	98	0.57
297	108	0.57
1958	96	0.54
1959	107	0.57
1960	96	0.55
1961	114	0.56
1962	110	0.56
1963	96	0.56
696	106	0.34
1964	91	0.57
1965	107	0.56
1966	102	0.53
1967	112	0.55
1968	101	0.55
1969	108	0.55
1970	97	0.54
1971	93	0.54
1972	108	0.55
1973	107	0.54
1974	106	0.55
1975	108	0.56
1976	102	0.56
1977	100	0.51
1978	93	0.5
1979	100	0.55
1980	101	0.56
1981	103	0.55
697	97	0.54
298	95	0.51
1982	99	0.56
1983	90	0.53
1984	93	0.57
698	105	0.54
1985	88	0.54
699	91	0.54
1986	113	0.55
1987	107	0.52
1988	108	0.54
1989	108	0.58
1990	95	0.54
1991	90	0.57
1992	90	0.54
1993	97	0.55
1994	111	0.57
700	112	0.53
299	113	0.55
1995	102	0.55
1996	116	0.57
701	99	0.57
1997	109	0.56
1998	102	0.56
1999	73	0.49
2000	113	0.58
702	114	0.55
2001	103	0.53
63	87	0.53
2002	101	0.54
2003	97	0.55
2004	111	0.57
2005	104	0.54
703	79	0.51
704	106	0.54
2006	92	0.55
2007	98	0.5
2008	100	0.58
2009	103	0.54
2010	119	0.57
2011	91	0.52
2012	110	0.14
2013	103	0.56
2014	102	0.4
300	93	0.54
705	111	0.58
2015	106	0.54
2016	108	0.56
706	108	0.57
707	102	0.56
2017	109	0.56
2018	97	0.54
2019	94	0.56
2020	107	0.57
2021	90	0.56
708	93	0.52
2022	110	0.57
2023	106	0.56
2024	97	0.53
2025	94	0.55
2026	104	0.55
2027	104	0.54
2028	111	0.53
2029	94	0.55
2030	101	0.59
2031	102	0.55
2032	108	0.53
2033	120	0.56
125	103	0.53
2034	92	0.58
2035	107	0.55
2036	109	0.58
301	103	0.56
709	89	0.52
2037	101	0.48
2038	88	0.53
2039	99	0.54
2040	94	0.51
710	98	0.55
2041	95	0.56
2042	103	0.55
711	112	0.57
2043	107	0.53
2044	109	0.54
2045	95	0.54
2046	104	0.55
712	92	0.55
2047	109	0.54
713	91	0.54
2048	103	0.55
302	112	0.54
2049	94	0.55
2050	93	0.57
2051	97	0.49
2052	91	0.56
303	113	0.49
2054	84	0.54
2055	104	0.56
304	78	0.55
2057	111	0.55
2058	98	0.54
126	92	0.37
2059	77	0.53
2060	106	0.56
2061	104	0.57
2062	100	0.53
2063	113	0.57
2064	114	0.56
305	98	0.53
714	93	0.53
2065	97	0.52
2066	99	0.55
127	99	0.55
2067	104	0.57
2068	99	0.56
715	97	0.57
2069	93	0.55
2070	103	0.53
2071	91	0.52
2072	94	0.56
2073	99	0.56
2074	102	0.54
2075	98	0.55
2076	99	0.53
2077	90	0.55
716	98	0.56
2078	108	0.58
2079	102	0.37
2080	96	0.54
2081	115	0.56
2082	101	0.55
2083	91	0.4
2084	116	0.55
307	77	0.54
717	101	0.57
2085	89	0.55
718	109	0.57
2086	90	0.55
2087	103	0.57
2088	102	0.53
2089	104	0.46
31	87	0.42
719	107	0.59
2090	82	0.54
720	101	0.55
2091	99	0.57
308	89	0.51
721	103	0.55
2092	103	0.54
2093	112	0.55
2094	110	0.55
2095	105	0.53
309	84	0.54
2096	110	0.55
2097	106	0.54
2099	92	0.56
2100	89	0.56
2101	96	0.54
2102	107	0.5
2103	96	0.56
2104	82	0.53
2105	89	0.54
310	96	0.54
2106	102	0.58
2107	105	0.54
2108	86	0.52
2109	104	0.54
2110	100	0.43
2111	113	0.55
2112	109	0.55
2113	109	0.54
2114	109	0.55
2115	100	0.52
2116	91	0.57
2117	112	0.56
2118	110	0.57
2119	94	0.56
2120	86	0.52
2121	96	0.29
2122	97	0.56
2123	104	0.56
2124	98	0.53
2125	106	0.57
2126	110	0.53
2127	97	0.54
2128	95	0.57
2129	116	0.52
2130	103	0.54
2131	108	0.55
128	90	0.54
2132	94	0.56
2133	104	0.51
2134	101	0.53
2135	94	0.57
2136	91	0.53
2137	103	0.56
2138	92	0.56
2139	92	0.55
2140	99	0.54
722	100	0.57
2141	89	0.52
2142	97	0.56
2143	114	0.54
2144	103	0.56
2145	91	0.54
2146	87	0.5
2147	99	0.57
2148	93	0.55
2149	106	0.56
2151	99	0.26
2152	97	0.49
2153	103	0.55
2154	94	0.54
2155	106	0.56
2156	94	0.55
2157	111	0.56
2158	90	0.55
2159	99	0.55
2160	87	0.57
2161	94	0.52
2162	105	0.54
2163	96	0.57
2164	93	0.55
2165	102	0.55
2166	88	0.33
2167	99	0.55
2168	110	0.56
2169	101	0.55
2170	101	0.57
2171	90	0.54
2172	109	0.53
2173	94	0.56
723	107	0.56
311	83	0.57
2174	113	0.55
2175	92	0.51
2176	105	0.55
2177	106	0.57
2178	98	0.55
2179	98	0.56
2180	103	0.55
2181	93	0.53
2182	101	0.56
2183	87	0.57
2184	107	0.52
2185	90	0.55
2187	102	0.54
2188	103	0.54
2189	102	0.53
2190	104	0.57
724	99	0.55
2191	110	0.51
2192	105	0.56
2193	102	0.56
2194	108	0.4
2195	104	0.59
2196	88	0.55
2197	101	0.48
2198	101	0.54
2199	104	0.55
725	88	0.55
2201	98	0.55
2202	99	0.53
2203	101	0.56
2204	101	0.55
2205	103	0.57
2206	105	0.54
2207	90	0.55
2208	97	0.47
2209	92	0.55
2210	94	0.54
2211	85	0.52
2212	94	0.57
2213	92	0.55
2214	115	0.54
2215	98	0.56
2216	103	0.55
2217	106	0.33
312	85	0.54
2218	88	0.56
2219	93	0.51
2220	105	0.56
2221	96	0.56
2222	98	0.54
2223	106	0.57
2224	93	0.55
313	93	0.53
2226	101	0.54
2227	103	0.56
2228	110	0.59
2229	104	0.54
2230	102	0.55
2231	101	0.54
2232	77	0.54
2233	103	0.57
2234	109	0.57
2235	94	0.55
2236	83	0.58
726	127	0.56
2237	88	0.54
2238	107	0.54
2239	95	0.5
2240	99	0.54
2241	108	0.56
727	98	0.57
2242	81	0.53
2243	93	0.57
2244	85	0.54
315	108	0.51
316	89	0.55
2245	112	0.55
2246	96	0.54
2247	104	0.58
2248	107	0.54
2249	83	0.56
2250	110	0.58
317	113	0.53
2251	98	0.56
2252	97	0.56
2253	104	0.55
2254	112	0.54
2255	98	0.55
318	92	0.53
2256	123	0.55
2257	99	0.57
2258	102	0.58
2259	110	0.55
2260	110	0.55
2261	100	0.56
2262	108	0.56
2263	104	0.54
728	103	0.56
2264	95	0.55
320	83	0.54
2265	115	0.55
729	104	0.55
2266	92	0.52
2267	95	0.52
2268	99	0.54
2269	101	0.57
2270	104	0.54
2271	106	0.57
2272	98	0.54
730	105	0.56
2273	93	0.54
2274	89	0.49
2275	101	0.57
2276	83	0.56
2277	103	0.55
2278	115	0.56
2279	100	0.56
2280	109	0.55
64	88	0.56
2281	113	0.57
2282	106	0.55
2283	96	0.36
2284	108	0.55
2285	98	0.54
2286	110	0.54
2287	101	0.55
2288	104	0.54
731	100	0.57
2289	102	0.54
2290	105	0.44
732	107	0.55
2291	113	0.57
2292	106	0.54
2293	100	0.53
2294	107	0.57
2295	97	0.49
2296	97	0.58
2297	87	0.56
2299	104	0.56
2300	97	0.54
2301	96	0.43
2302	97	0.56
733	99	0.46
2303	81	0.56
2304	87	0.06
734	101	0.54
2305	96	0.57
2306	102	0.53
735	97	0.55
2307	99	0.56
2308	100	0.47
2309	101	0.57
2310	113	0.52
2311	111	0.56
324	91	0.56
2312	87	0.56
2313	105	0.55
736	98	0.56
2314	95	0.54
2315	100	0.56
2316	102	0.33
2317	103	0.56
737	96	0.57
2318	98	0.55
738	103	0.56
325	102	0.56
739	120	0.52
2319	98	0.49
2320	96	0.56
2321	94	0.53
2322	95	0.54
2323	108	0.57
2324	109	0.57
2325	108	0.53
2326	101	0.55
740	103	0.53
2327	90	0.55
2328	99	0.55
2329	102	0.55
2330	99	0.52
2331	91	0.57
2332	82	0.56
2333	105	0.55
2334	95	0.52
2335	106	0.54
2337	93	0.38
2338	95	0.56
2339	99	0.54
741	102	0.54
2340	98	0.56
2341	92	0.56
742	106	0.57
2342	112	0.55
2343	106	0.55
2344	103	0.55
2345	108	0.58
2346	102	0.54
2347	109	0.56
2348	103	0.56
2349	97	0.58
2350	103	0.57
2351	100	0.54
2352	97	0.56
326	108	0.37
2353	99	0.57
2354	99	0.56
743	83	0.55
2355	110	0.54
2356	123	0.56
2357	102	0.56
2358	80	0.54
2359	112	0.54
2360	95	0.52
2361	94	0.56
2362	103	0.56
2363	99	0.55
2364	107	0.56
2365	103	0.54
744	104	0.55
2366	106	0.56
327	98	0.52
745	105	0.56
2367	84	0.53
2368	104	0.54
2369	100	0.57
2370	110	0.54
2371	99	0.54
2372	94	0.54
2373	104	0.53
2374	103	0.57
2375	103	0.57
2376	101	0.54
2377	96	0.55
2378	111	0.55
2379	102	0.54
746	110	0.57
2380	115	0.57
2381	102	0.56
2382	101	0.56
2383	85	0.53
2384	87	0.51
2385	81	0.54
2386	95	0.55
747	100	0.51
748	106	0.57
2387	103	0.55
2388	79	0.56
2389	97	0.54
2390	89	0.55
2391	101	0.54
2392	101	0.56
2393	99	0.52
2394	99	0.46
2395	89	0.52
2396	103	0.58
749	86	0.54
2397	94	0.55
750	106	0.58
751	93	0.56
2398	90	0.53
2399	78	0.55
2400	96	0.56
2401	100	0.54
2403	102	0.56
328	101	0.52
2404	89	0.53
2405	93	0.51
752	100	0.54
2406	100	0.56
329	102	0.39
2407	99	0.55
2408	107	0.58
2409	98	0.58
2410	109	0.49
2411	98	0.55
2412	87	0.51
2413	89	0.55
2414	119	0.56
2415	104	0.58
2416	116	0.56
2417	105	0.58
2418	106	0.55
2419	101	0.57
753	111	0.52
754	103	0.53
2420	110	0.55
2421	101	0.54
2422	97	0.53
2423	110	0.56
2424	103	0.57
755	80	0.55
2425	104	0.55
2426	103	0.54
2427	104	0.55
2428	116	0.55
2429	104	0.55
2430	103	0.55
129	98	0.52
2431	97	0.55
2432	107	0.56
2433	102	0.57
2434	84	0.54
2435	112	0.55
32	99	0.34
2436	103	0.53
2438	102	0.55
2439	88	0.52
2440	106	0.55
2441	99	0.55
2442	104	0.54
2443	94	0.54
2444	96	0.54
2445	104	0.58
2446	83	0.54
2447	94	0.56
2448	88	0.54
2449	105	0.55
2450	96	0.53
2451	99	0.37
2452	93	0.55
2453	97	0.56
2454	102	0.56
2455	117	0.56
2456	97	0.53
2457	89	0.56
2458	103	0.58
2459	106	0.56
756	91	0.55
2460	104	0.52
757	105	0.56
2461	99	0.46
2462	99	0.54
2463	96	0.57
331	91	0.56
2464	97	0.55
2465	94	0.54
2466	112	0.58
2467	119	0.59
2468	83	0.54
2469	116	0.55
2470	101	0.42
2471	111	0.53
2472	97	0.54
2473	98	0.56
758	111	0.57
2474	101	0.56
2475	105	0.55
2476	102	0.51
2477	108	0.56
2478	86	0.53
2479	104	0.56
130	87	0.53
332	84	0.53
759	97	0.54
2480	92	0.53
760	87	0.53
2481	112	0.55
2482	107	0.56
2483	105	0.56
2484	105	0.56
2485	93	0.55
2486	89	0.37
2487	111	0.55
2488	104	0.56
2489	104	0.56
2490	89	0.55
2491	109	0.57
2492	112	0.55
2493	101	0.53
2494	105	0.54
333	89	0.55
2495	92	0.57
2497	93	0.52
761	106	0.54
2498	100	0.54
2499	95	0.54
2500	116	0.56
2501	106	0.59
762	123	0.55
2502	112	0.56
2503	106	0.42
334	102	0.55
2504	109	0.54
2505	110	0.54
2506	109	0.56
763	108	0.56
2507	87	0.54
335	92	0.55
2508	100	0.56
2509	104	0.51
2510	96	0.56
2511	115	0.54
2512	108	0.44
2513	110	0.56
2514	91	0.38
2515	112	0.56
2516	114	0.55
764	116	0.47
2517	104	0.56
2518	105	0.56
765	89	0.09
2519	101	0.55
2520	96	0.54
2521	100	0.56
2522	97	0.52
2523	107	0.55
2524	79	0.54
2525	106	0.56
2526	111	0.41
2527	106	0.47
2528	95	0.56
2529	109	0.56
2530	102	0.54
2531	99	0.55
2532	102	0.55
2533	94	0.52
2534	118	0.55
2535	103	0.57
2536	86	0.55
2537	105	0.56
2538	111	0.56
2539	106	0.56
2540	94	0.55
2541	104	0.53
336	101	0.56
2542	104	0.33
2543	104	0.35
766	93	0.56
2544	104	0.56
2545	111	0.55
2546	96	0.54
2547	84	0.55
2548	81	0.52
2549	91	0.51
2550	106	0.55
2551	88	0.4
2552	103	0.56
2553	97	0.53
767	95	0.56
768	108	0.55
2554	105	0.55
2555	97	0.53
2556	86	0.57
2557	103	0.49
2558	98	0.56
65	106	0.56
2559	98	0.55
337	118	0.57
2560	98	0.56
2561	93	0.4
2562	100	0.54
2563	103	0.55
2564	98	0.53
769	95	0.56
66	73	0.45
2565	106	0.55
2566	113	0.56
770	100	0.56
2567	112	0.38
2568	114	0.57
2569	93	0.54
2570	107	0.54
2571	100	0.55
2572	105	0.53
2573	93	0.56
2574	118	0.55
2575	99	0.51
2576	103	0.54
2577	94	0.5
2578	100	0.53
771	105	0.56
2579	106	0.55
2581	111	0.58
2582	103	0.57
772	110	0.57
2583	96	0.56
2584	98	0.58
2585	108	0.55
2586	113	0.57
2587	103	0.53
2588	116	0.58
2589	102	0.56
2590	101	0.56
2591	105	0.51
2592	106	0.57
2593	95	0.55
2594	93	0.53
2595	98	0.55
2596	115	0.58
2597	105	0.55
2598	110	0.54
773	91	0.5
2599	102	0.58
2600	98	0.53
2601	81	0.55
2602	94	0.45
2603	94	0.54
132	96	0.55
2604	94	0.56
2605	102	0.56
2606	106	0.56
2607	107	0.57
2608	99	0.55
2609	115	0.54
2610	118	0.55
2611	93	0.55
2612	101	0.56
2613	109	0.56
2615	105	0.58
2616	94	0.56
2617	108	0.54
2618	115	0.55
2619	109	0.56
2620	114	0.56
338	98	0.19
2621	99	0.56
2622	110	0.56
2623	98	0.45
2624	107	0.53
774	109	0.56
133	80	0.56
339	97	0.57
340	92	0.54
2625	110	0.56
2626	105	0.55
2627	98	0.57
775	102	0.54
776	87	0.31
2628	95	0.58
777	103	0.55
2629	98	0.5
778	99	0.54
779	106	0.54
2630	111	0.55
2632	111	0.58
2633	106	0.55
2634	77	0.55
2635	100	0.54
2636	106	0.55
341	101	0.37
780	91	0.56
781	93	0.56
342	110	0.58
2637	115	0.55
2638	94	0.58
2639	95	0.54
343	92	0.56
782	108	0.57
2640	98	0.52
2641	102	0.56
2642	96	0.56
2643	110	0.57
2644	80	0.51
2645	96	0.52
2646	93	0.53
2647	102	0.55
2648	102	0.54
2649	101	0.52
783	100	0.57
2650	100	0.56
784	99	0.56
785	100	0.54
2651	104	0.54
786	96	0.43
2652	99	0.55
134	89	0.53
787	80	0.55
2653	109	0.55
2654	109	0.55
2655	109	0.57
788	106	0.51
789	95	0.53
2656	94	0.53
2657	80	0.57
790	106	0.54
791	104	0.56
344	91	0.56
2658	104	0.54
135	99	0.52
2659	111	0.56
2660	108	0.53
2661	101	0.54
2662	90	0.56
2663	97	0.53
2664	104	0.53
2665	96	0.56
2666	100	0.53
2667	85	0.52
2668	88	0.54
67	87	0.55
792	96	0.56
793	106	0.56
2670	105	0.54
2671	102	0.53
136	109	0.52
2672	95	0.53
794	83	0.55
2673	97	0.55
2674	111	0.56
2675	92	0.55
2676	96	0.51
2677	102	0.56
2678	98	0.55
2679	104	0.54
2680	89	0.55
2681	94	0.51
2682	116	0.57
2683	113	0.57
2684	88	0.53
2685	99	0.48
2686	89	0.55
2687	102	0.57
2688	106	0.57
2689	94	0.53
2690	90	0.55
2691	93	0.52
2692	80	0.58
2693	109	0.57
2694	116	0.52
2695	106	0.56
2696	101	0.56
795	101	0.08
345	104	0.55
2697	102	0.54
68	100	0.17
2698	104	0.55
2699	109	0.54
346	100	0.56
2700	104	0.55
796	90	0.53
797	89	0.55
2701	93	0.55
2702	92	0.37
2703	99	0.53
2704	101	0.57
2705	100	0.55
2706	94	0.54
2707	94	0.51
2708	100	0.56
2709	109	0.57
2711	100	0.54
2712	103	0.54
2713	103	0.55
2714	118	0.55
2715	106	0.53
2716	100	0.57
2717	108	0.54
347	110	0.55
2718	88	0.56
2719	107	0.54
2720	109	0.55
2721	95	0.57
2722	99	0.55
2723	97	0.56
2724	107	0.28
2725	91	0.54
2726	77	0.53
2727	97	0.53
2728	111	0.56
2729	97	0.57
